title,type,description,release_year,duration,genre_id,title_platform
Peter Pan,Movie,Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.,1953,79 min,"Action-Adventure,",Disney Plus
Peter Pan: Return to Never Land,Movie,Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,2002,77 min,"Action-Adventure,",Disney Plus
Phantom of the Megaplex,Movie,A phantom haunting a local megaplex threatens to ruin a premiere gala.,2000,89 min,"Comedy,",Disney Plus
Phil of the Future,TV Show,Phil is just your average teenager – whose family crash-landed here from the year 2121.,2003,2 Seasons,"Comedy,",Disney Plus
Phineas and Ferb,TV Show,Phineas and Ferb have big summertime adventures with friends.,2007,4 Seasons,"Action-Adventure,",Disney Plus
Phineas and Ferb the Movie: Across the 2nd Dimension,Movie,Phineas and Ferb jump dimensions and learn Perry is a real secret agent.,2011,79 min,"Action-Adventure,",Disney Plus
Phineas and Ferb: Mission Marvel,Movie,Two Universes Collide In One Epic Adventure!,2013,46 min,"Action-Adventure,",Disney Plus
Piglet's Big Movie,Movie,"When Piglet disappears, his friends band together to find him.",2003,78 min,"Action-Adventure,",Disney Plus
Pinocchio,Movie,A little wooden puppet yearns to become a real boy.,1940,90 min,"Animation,",Disney Plus
Piper,Movie,A sandpiper exploring by the shore encounters scary waves.,2016,6 min,Animals,Disney Plus
Pirates of the Caribbean: At World's End,Movie,An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,2007,169 min,"Action-Adventure,",Disney Plus
Pirates of the Caribbean: Dead Man's Chest,Movie,"Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death.",2006,152 min,"Action-Adventure,",Disney Plus
Pirates of the Caribbean: The Curse of the Black Pearl,Movie,Jack Sparrow and Will Turner partner to save the governor's daughter.,2003,144 min,"Action-Adventure,",Disney Plus
Pixar In Real Life,TV Show,Characters and moments from Pixar films are brought to life to the surprise of real people.,2019,1 Season,"Anthology,",Disney Plus
Pixel Perfect,Movie,A techno whiz must protect his hologram from falling into the wrong hands.,2004,90 min,"Comedy,",Disney Plus
Planet of the Birds,Movie,"Tough and versatile, birds live in almost every habitat across the world.",2018,45 min,Animals,Disney Plus
Pluto and the Gopher,Movie,Pluto tries to catch a gopher in Minnie's garden. See details for advisory.,1950,7 min,"Animation,",Disney Plus
Pluto's Christmas Tree,Movie,Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,1952,7 min,"Animation,",Disney Plus
Pluto's Surprise Package,Movie,"Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory.",1949,7 min,"Animation,",Disney Plus
Pluto's Sweater,Movie,Pluto hates the sweater that Minnie knits for him. See details for advisory.,1949,7 min,"Animation,",Disney Plus
Pocahontas,Movie,Free-spirited Pocahontas must find her own path.,1995,85 min,"Action-Adventure,",Disney Plus
Pocahontas II: Journey to a New World,Movie,Pocahontas sets sail for England and the allure of life in a new land.,1998,77 min,"Action-Adventure,",Disney Plus
Pollyanna,Movie,"An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt.",1960,135 min,Coming,Disney Plus
Pooh's Grand Adventure: The Search for Christopher Robin,Movie,Pooh and his pals set off on an adventure to find their best friend.,1997,78 min,"Action-Adventure,",Disney Plus
Pooh's Heffalump Movie,Movie,Pooh and his friends are shocked when Roo befriends a playful Heffalump.,2005,73 min,"Action-Adventure,",Disney Plus
Presto,Movie,Presto forgets to feed his rabbit one too many times.,2008,5 min,"Animation,",Disney Plus
Princess Protection Program,Movie,Royalty and roughing it collide when a princess moves in with a tomboy.,2009,90 min,"Buddy,",Disney Plus
Purl,Movie,Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.,2019,12 min,"Animation,",Disney Plus
Quack Pack,TV Show,"This cartoon follows on from the 1980's cartoon ""DuckTales"".",1996,1 Season,"Action-Adventure,",Disney Plus
Queen of Katwe,Movie,A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,2016,125 min,"Biographical,",Disney Plus
Quints,Movie,Jamie is the center of attention until her mom gives birth to quintuplets.,2000,83 min,"Comedy,",Disney Plus
Ratatouille,Movie,A determined young rat dreams of becoming a French chef.,2007,111 min,"Animation,",Disney Plus
Read It and Weep,Movie,Jamie's journal accidentally becomes a best-selling book.,2006,85 min,"Comedy,",Disney Plus
Ready to Run,Movie,Corrie dreams of becoming a jockey despite her father's race-related death.,2000,89 min,Animals,Disney Plus
Recess: All Growed Down,Movie,T.J. and the gang are captured by the kindergartners.,2003,61 min,"Animation,",Disney Plus
Recess: School's Out,Movie,Third Street Elementary students band together to save summer break.,2001,87 min,"Animation,",Disney Plus
Recess: Taking the 5th Grade,Movie,The gang graduates to the fifth grade but discovers some unwelcome changes.,2003,63 min,"Animation,",Disney Plus
Red's Dream,Movie,"Red, a unicycle, dreams that he steals the show.",1987,4 min,"Animation,",Disney Plus
Remember the Titans,Movie,An African-American coach leads a newly integrated high school football team in 1970s Virginia.,2000,114 min,"Drama,",Disney Plus
Rescue Dog,Movie,Rescue dog Pluto must deal with a playful seal pup. See details for advisory.,1947,7 min,"Animation,",Disney Plus
Return from Witch Mountain,Movie,Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,1978,94 min,"Action-Adventure,",Disney Plus
Return to Halloweentown,Movie,Marnie Piper holds the key to Witch University's ultimate secret.,2006,89 min,"Family,",Disney Plus
Return to Oz,Movie,Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,1985,110 min,"Action-Adventure,",Disney Plus
Richie Rich's Christmas Wish,Movie,A wishing machine transports Richie Rich to an alternate universe.,1998,85 min,"Action-Adventure,",Disney Plus
Right on Track,Movie,Two sisters fight for their place in male-dominated junior drag racing.,2003,88 min,"Buddy,",Disney Plus
Riley’s First Date?,Movie,A boy shows up at Riley's door.,2015,8 min,"Animation,",Disney Plus
Rip Girls,Movie,Sydney questions a decision to sell her inherited Hawaiian land.,2000,87 min,Coming,Disney Plus
Robin Hood,Movie,Disney's animated classic tale of England's legendary hero.,1973,85 min,"Action-Adventure,",Disney Plus
Rocky Mountain Animal Rescue,TV Show,Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.,2018,1 Season,Animals,Disney Plus
Rogue One: A Star Wars Story,Movie,Unlikely heroes band together to steal the plans to the Death Star.,2016,134 min,"Action-Adventure,",Disney Plus
Roving Mars,Movie,Explore the surface of the red planet through the eyes of two NASA rovers.,2006,41 min,"Documentary,",Disney Plus
Ruby Bridges,Movie,A little girl becomes the first African-American to integrate her school.,1998,90 min,"Biographical,",Disney Plus
Sacred Planet,Movie,Visit some of the most exotic and beautiful places still in existence.,2004,47 min,Animals,Disney Plus
Saludos Amigos,Movie,Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.,1943,42 min,"Animation,",Disney Plus
"Sammy, The Way-Out Seal",Movie,Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,1962,43 min,Animals,Disney Plus
Sanjay's Super Team,Movie,Young Sanjay daydreams of Hindu gods as superheroes.,2015,7 min,"Action-Adventure,",Disney Plus
Santa Paws 2: The Santa Pups,Movie,"When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",2012,92 min,"Fantasy,",Disney Plus
Santa's Workshop,Movie,Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,1932,7 min,"Animation,",Disney Plus
Saving Mr. Banks,Movie,"Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.",2013,129 min,"Biographical,",Disney Plus
Science Fair,Movie,Nine high school students compete at the International Science and Engineering Fair.,2018,91 min,"Documentary,",Disney Plus
Sea of Hope: America's Underwater Treasures,Movie,Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,2017,47 min,"Action-Adventure,",Disney Plus
Secret of The Wings,Movie,Tink crosses into the forbidden Winter Woods and finds she has a sister.,2012,79 min,"Animation,",Disney Plus
Secretariat,Movie,"A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.",2010,124 min,Animals,Disney Plus
Secrets of Christ's Tomb: Explorer Special,Movie,A team of experts races to repair the structure housing Christ’s tomb.,2017,47 min,"Documentary,",Disney Plus
Secrets of Life,Movie,Discover Mother Nature’s secrets with a look at our ever-evolving planet.,1956,70 min,Animals,Disney Plus
Secrets of the King Cobra,Movie,A new scientific expedition follows the king cobra into the wild for the first time.,2012,47 min,Animals,Disney Plus
Shake It Up,TV Show,Best friends attend high school and dance professionally.,2010,3 Seasons,"Buddy,",Disney Plus
Sharks of Lost Island,Movie,A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.,2013,45 min,"Action-Adventure,",Disney Plus
Sharpay's Fabulous Adventure,Movie,Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,2011,92 min,"Comedy,",Disney Plus
Shipwrecked,Movie,A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.,1991,93 min,"Action-Adventure,",Disney Plus
Silver Surfer,TV Show,The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,1997,1 Season,"Action-Adventure,",Disney Plus
Simpsons Movie,Movie,Homer must save the world from a catastrophe he himself created.,2007,88 min,"Action-Adventure,",Disney Plus
Sister Act,Movie,A low-rent lounge singer is forced to hide out from the mob in a convent.,1992,101 min,"Comedy,",Disney Plus
Sister Act 2: Back in the Habit,Movie,Deloris goes back undercover to try to save a troubled inner-city school.,1993,108 min,"Comedy,",Disney Plus
Skyrunners,Movie,Teen brothers discover a UFO near their town…and learn of an alien plot.,2009,93 min,"Action-Adventure,",Disney Plus
Sleeping Beauty,Movie,A fairy-tale classic about a princess saved by true love's kiss.,1959,77 min,"Animation,",Disney Plus
Smart House,Movie,A computerized Smart House becomes an overly possessive virtual mother.,1999,82 min,"Comedy,",Disney Plus
Smash and Grab,Movie,Two antiquated robots risk everything for freedom and for each other.,2019,8 min,"Animation,",Disney Plus
Snow White and The Seven Dwarfs,Movie,Discover the movie called “The Greatest Animated Film Of All Time”!,1937,84 min,"Animation,",Disney Plus
Snowball Express,Movie,A New York accountant moves west when he inherits a dilapidated ski resort.,1972,94 min,"Comedy,",Disney Plus
Snowglobe,Movie,Angela finds a snow globe that transports her into a Christmas wonderland.,2007,90 min,"Comedy,",Disney Plus
So Weird,TV Show,A teenage girl travels the country on a rock tour while investigating the supernatural.,1999,3 Seasons,"Fantasy,",Disney Plus
Society Dog Show,Movie,"Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",1939,9 min,"Animation,",Disney Plus
Spider-Man (Shorts),TV Show,Peter uses science to investigate his spider bite.,2016,1 Season,"Action-Adventure,",Disney Plus
Spider-Man and His Amazing Friends,TV Show,Spider-Man battles crime in New York City with the help of Iceman and Firestar.,1982,1 Season,"Action-Adventure,",Disney Plus
Spider-Man Unlimited,TV Show,Strap in to your seats and experience Spider-Man Unlimited!,1999,1 Season,"Action-Adventure,",Disney Plus
Spider-Woman,TV Show,Jessica Drew has superhuman powers. She uses them as Spider-Woman.,1979,1 Season,"Action-Adventure,",Disney Plus
Star Wars Forces of Destiny (Shorts),TV Show,Untold stories from the heroines of Star Wars.,2016,2 Seasons,"Action-Adventure,",Disney Plus
Star Wars Rebels,TV Show,The Ghost crew provides a spark to ignite a rebellion.,2014,4 Seasons,"Action-Adventure,",Disney Plus
Star Wars Rebels (Shorts),TV Show,It is a dark time in the galaxy as the Empire continues to tighten its grip.,2014,1 Season,"Action-Adventure,",Disney Plus
Star Wars: A New Hope (Episode IV),Movie,A young farm boy intercepts a distress call from the captive Princess Leia.,1977,125 min,"Action-Adventure,",Disney Plus
Star Wars: Attack of the Clones (Episode II),Movie,Young Anakin and Padmé fall in love as galactic war looms.,2002,143 min,"Action-Adventure,",Disney Plus
Star Wars: Blips,TV Show,What does a curious little droid do when he's not on a daring mission to save the galaxy?,2019,1 Season,Series,Disney Plus
Star Wars: Return of the Jedi (Episode VI),Movie,Luke Skywalker faces Darth Vader in a final duel.,1983,135 min,"Action-Adventure,",Disney Plus
Star Wars: Revenge of the Sith (Episode III),Movie,"As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",2005,140 min,"Action-Adventure,",Disney Plus
Star Wars: The Empire Strikes Back (Episode V),Movie,Luke Skywalker trains as a Jedi and confronts Darth Vader.,1980,127 min,"Action-Adventure,",Disney Plus
Star Wars: The Force Awakens (Episode VII),Movie,"Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.",2015,139 min,"Action-Adventure,",Disney Plus
Star Wars: The Phantom Menace (Episode I),Movie,"Jedi discover Anakin Skywalker, a boy unusually strong in the Force.",1999,136 min,"Action-Adventure,",Disney Plus
Starstruck,Movie,Pop star Christopher Wilde must choose to follow his heart or embrace fame.,2010,81 min,"Comedy,",Disney Plus
Steamboat Willie,Movie,Watch Mickey Mouse's classic cartoon debut. See details for advisory.,1928,8 min,"Animation,",Disney Plus
Stepsister from Planet Weird,Movie,A human and an alien team up to stop their parents from getting married.,2000,86 min,"Comedy,",Disney Plus
Stitch! The Movie,Movie,"Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.",2003,62 min,"Animation,",Disney Plus
Stonehenge Decoded: Secrets Revealed,Movie,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,2008,44 min,Documentary,Disney Plus
Stuck in the Suburbs,Movie,A bored suburban teen accidentally switches phones with a pop star.,2004,79 min,"Comedy,",Disney Plus
Sultan and the Rock Star,Movie,A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,1980,47 min,"Action-Adventure,",Disney Plus
Super Buddies,Movie,A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,2013,83 min,"Action-Adventure,",Disney Plus
Swiss Family Robinson,Movie,A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.,1940,94 min,"Action-Adventure,",Disney Plus
TaleSpin,TV Show,"Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew.",1990,1 Season,"Action-Adventure,",Disney Plus
Tall Tale,Movie,It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,1995,97 min,"Action-Adventure,",Disney Plus
Tangled,Movie,"Rapunzel and Flynn set off on a hilarious, hair-raising escapade.",2010,101 min,"Action-Adventure,",Disney Plus
Tangled Before Ever After,Movie,Rapunzel escapes for a night of freedom before her coronation.,2017,58 min,"Animation,",Disney Plus
Tarzan & Jane,Movie,Tarzan and Jane celebrate their first year in the jungle.,2002,78 min,"Action-Adventure,",Disney Plus
Teacher's Pet,Movie,A dog discovers that his dream of becoming a real boy isn't so far-fetched.,2004,75 min,"Animation,",Disney Plus
Teen Beach 2,Movie,Mack and Brady get a real-world visit from their retro movie compadres.,2015,106 min,"Fantasy,",Disney Plus
Teen Beach Movie,Movie,McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,2013,97 min,Coming,Disney Plus
Teen Spirit,Movie,"To save her soul, Amber must pull off a high-school miracle.",2011,82 min,"Buddy,",Disney Plus
That Darn Cat,Movie,"A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",1997,90 min,Animals,Disney Plus
That Darn Cat!,Movie,A cat holds the clue to bank robbers holding a teller hostage.,1965,116 min,Animals,Disney Plus
The Absent-Minded Professor,Movie,A bumbling professor invents gravity-defying Flubber.,1961,96 min,"Comedy,",Disney Plus
The Adventures of André & Wally B.,Movie,Andre awakens from a nap and is greeted by a pesky bee.,1984,2 min,"Animation,",Disney Plus
The Adventures of Bullwhip Griffin,Movie,A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,1967,111 min,"Action-Adventure,",Disney Plus
The Adventures of Huck Finn,Movie,Huck and a runaway slave brave the Mississippi River in search of freedom.,1993,108 min,"Action-Adventure,",Disney Plus
The Adventures of Ichabod and Mr. Toad,Movie,Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,1949,69 min,"Action-Adventure,",Disney Plus
The Adventures of Spin and Marty,TV Show,Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.,1955,1 Season,"Buddy,",Disney Plus
The African Lion,Movie,Two wildlife experts spend years studying the majestic African lion.,1955,72 min,Animals,Disney Plus
The Apple Dumpling Gang,Movie,Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,1975,100 min,"Comedy,",Disney Plus
The Apple Dumpling Gang Rides Again,Movie,Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,1979,89 min,"Comedy,",Disney Plus
The Aristocats,Movie,A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,1970,81 min,"Action-Adventure,",Disney Plus
The Art of Skiing,Movie,Goofy demonstrates the art of skiing. See details for advisory.,1941,8 min,"Animation,",Disney Plus
The Avengers: Earth's Mightiest Heroes,TV Show,Chaos sweeps over the planet as the Super Villain prison system breaks down.,2010,2 Seasons,"Action-Adventure,",Disney Plus
The Avengers: United They Stand,TV Show,"Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe.",1999,1 Season,"Action-Adventure,",Disney Plus
The Band Concert,Movie,Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,1935,10 min,"Animation,",Disney Plus
The Bears and I,Movie,A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.,1974,83 min,Animals,Disney Plus
The Big Bad Wolf,Movie,Red Riding Hood travels to visit her sick grandmother. See details for advisory.,1934,9 min,"Animation,",Disney Plus
The Biscuit Eater,Movie,Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,1972,93 min,Animals,Disney Plus
The Black Cauldron,Movie,A young pig keeper becomes an unlikely hero when he confronts an evil king.,1985,82 min,"Action-Adventure,",Disney Plus
The Black Hole,Movie,Take a spectacular descent into nature's ultimate mystery: The Black Hole.,1979,98 min,"Action-Adventure,",Disney Plus
The Blue Umbrella,Movie,Two unlikely umbrellas fall eternally in love.,2013,7 min,"Animation,",Disney Plus
The Book of Once Upon a Time,TV Show,Classic Disney tales are brought to life in a magical storytelling experience.,2014,4 Seasons,"Animation,",Disney Plus
The Book of Pooh,TV Show,Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!,2000,2 Seasons,"Comedy,",Disney Plus
The Brave Little Toaster Goes to Mars,Movie,Toaster and his friends head for Mars to bring the master's baby home.,1998,73 min,"Action-Adventure,",Disney Plus
The Castaway Cowboy,Movie,A Texan castaway helps defend a Hawaiian family's land.,1974,91 min,"Action-Adventure,",Disney Plus
The Cheetah Girls,Movie,The Cheetah Girls sing and dance their way toward that elusive record deal.,2003,94 min,Coming,Disney Plus
The Cheetah Girls 2,Movie,The Cheetahs go to Barcelona to perform in a music festival.,2006,98 min,Coming,Disney Plus
The Cheetah Girls: One World,Movie,The Cheetah Girls are off to India to land a spot in a Bollywood musical.,2008,85 min,"Comedy,",Disney Plus
The Christmas Star,Movie,A counterfeiter finds the true meaning of Christmas.,1986,94 min,"Crime,",Disney Plus
The Chronicles of Narnia: Prince Caspian,Movie,The Pevensie siblings return to lead the Narnians on a remarkable journey.,2008,154 min,"Action-Adventure,",Disney Plus
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,Four siblings enter a magical land and help its inhabitants defeat a witch.,2005,147 min,"Action-Adventure,",Disney Plus
The Color of Friendship,Movie,Two girls from different backgrounds learn the true color of friendship.,2000,83 min,"Biographical,",Disney Plus
The Computer Wore Tennis Shoes,Movie,A student turns genius when he absorbs the knowledge stored in a computer.,1969,90 min,"Comedy,",Disney Plus
The Country Bears,Movie,The Country Bears aim to save the venue that made them famous.,2002,91 min,"Comedy,",Disney Plus
The Emperor's New Groove,Movie,A selfish emperor learns a lesson in humility when he is turned into a llama.,2000,82 min,"Action-Adventure,",Disney Plus
The Even Stevens Movie,Movie,An all-expenses-paid vacation ends up costing the Stevens their sanity.,2003,94 min,"Action-Adventure,",Disney Plus
The Flood,Movie,The Okavango Delta in Botswana transforms from desert to water wonderland.,2018,93 min,Animals,Disney Plus
The Fox and the Hound,Movie,A little fox and a hound pup become unlikely friends.,1981,85 min,"Action-Adventure,",Disney Plus
The Fox and the Hound 2,Movie,Tod and Copper's friendship is put to the test.,2006,73 min,"Action-Adventure,",Disney Plus
The Game Plan,Movie,A superstar quarterback meets the daughter he never knew existed.,2007,112 min,"Comedy,",Disney Plus
The Ghosts of Buxley Hall,Movie,Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.,1980,93 min,"Comedy,",Disney Plus
The Goddess of Spring,Movie,"The goddess of spring is kidnapped, bringing about the winter season. See details for advisory.",1934,10 min,"Animation,",Disney Plus
The Golden Touch,Movie,A fable of a king whose touch turns everything to gold. See details for advisory.,1935,11 min,"Animation,",Disney Plus
The Good Dinosaur,Movie,A dinosaur named Arlo makes an unlikely friend during his journey home.,2015,94 min,"Action-Adventure,",Disney Plus
The Great Muppet Caper,Movie,Kermit and the gang investigate when Miss Piggy is framed for burglary.,1981,98 min,"Comedy,",Disney Plus
The Greatest Game Ever Played,Movie,"The story of Francis Ouimet, the first amateur to win the U.S. Open.",2005,122 min,"Biographical,",Disney Plus
The Haunted Mansion,Movie,"A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor.",2003,89 min,"Comedy,",Disney Plus
The Hockey Champ,Movie,Donald and his nephews play Hockey. See details for advisory.,1939,9 min,"Animation,",Disney Plus
The Hunchback of Notre Dame,Movie,Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.,1996,96 min,"Action-Adventure,",Disney Plus
The Hunchback of Notre Dame II,Movie,It's Quasimodo's turn to look past appearances when seeking true love.,2002,69 min,"Action-Adventure,",Disney Plus
The Imagineering Story,TV Show,Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.,2019,1 Season,"Docuseries,",Disney Plus
The Incredible Journey,Movie,Two dogs and a cat traverse the Canadian frontier to find their way home.,1963,80 min,"Action-Adventure,",Disney Plus
The Incredibles,Movie,"A family of Supers, forced to adopt civilian lives, returns to action.",2004,116 min,"Action-Adventure,",Disney Plus
The Journey of Natty Gann,Movie,A brave young girl embarks on a cross-country search for her father.,1985,101 min,"Action-Adventure,",Disney Plus
The Jungle Book 2,Movie,Mowgli must decide whether to live in the village or return to the jungle.,2003,77 min,"Action-Adventure,",Disney Plus
The Jungle Book: Mowgli's Story,Movie,Mowgli reflects on his childhood jungle adventures.,1998,77 min,"Action-Adventure,",Disney Plus
The Legend of Mor'du,Movie,A prince seeks control of a kingdom from his brothers through magic.,2012,8 min,"Animation,",Disney Plus
The Lion King 1 1/2,Movie,Timon and Pumbaa reveal how they helped Simba save the Serengeti.,2004,80 min,"Action-Adventure,",Disney Plus
The Lion King 2: Simba's Pride,Movie,Simba's strong-willed daughter befriends the heir to Scar's pride.,1998,84 min,"Action-Adventure,",Disney Plus
The Little Mermaid,Movie,Dive into Disney fun with Ariel in The Little Mermaid.,1989,86 min,"Animation,",Disney Plus
The Little Mermaid II:  Return to the Sea,Movie,Return To The Sea with The Little Mermaid’s daughter.,2000,77 min,"Animation,",Disney Plus
The Little Mermaid:  Ariel's Beginning,Movie,"Long before Prince Eric, Ariel faces a choice between family and music.",2008,79 min,"Animation,",Disney Plus
The Little Whirlwind,Movie,Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.,1941,9 min,"Animation,",Disney Plus
The Living Desert,Movie,The desert teems with vitality in this true-life adventure.,1953,69 min,Animals,Disney Plus
The Lizzie McGuire Movie,Movie,Lizzie McGuire and her pals go on a class trip to Italy.,2003,95 min,"Comedy,",Disney Plus
The Lost Tomb of Alexander the Great,Movie,An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.,2019,44 min,"Documentary,",Disney Plus
The Love Bug (1969),Movie,A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.,1969,108 min,"Action-Adventure,",Disney Plus
The Many Adventures of Winnie the Pooh,Movie,Experience the magical tales of Pooh and his Hundred Acre Wood friends.,1977,75 min,"Animation,",Disney Plus
The Million Dollar Duck,Movie,A research scientist discovers his lab duck now lays golden eggs.,1971,93 min,"Comedy,",Disney Plus
The Mistle-Tones,Movie,Holly forms a Christmas singing group to compete with a harsh rival.,2012,87 min,"Drama,",Disney Plus
The Muppet Christmas Carol,Movie,The Muppets present their own touching rendition of Charles Dickens' classic tale.,1992,87 min,"Comedy,",Disney Plus
The Muppet Movie,Movie,"On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs.",1979,95 min,"Action-Adventure,",Disney Plus
The Muppets,Movie,The Muppets' biggest fan reunites the gang to save their beloved theater.,2011,108 min,"Comedy,",Disney Plus
The Muppets (Series),TV Show,"""The Muppets"" return with a documentary-style show.",2015,1 Season,Comedy,Disney Plus
The New Adventures of Winnie the Pooh,TV Show,The stories of Winnie the Pooh and friends.,1988,4 Seasons,"Animation,",Disney Plus
The Old Mill,Movie,Animals try to stay safe and dry in an old mill. See details for advisory.,1937,9 min,"Action-Adventure,",Disney Plus
The Olympic Champ,Movie,Goofy demonstrates Olympic events to the narration of their history. See details for advisory.,1942,7 min,"Animation,",Disney Plus
The Parent Trap,Movie,Identical twins scheme to switch places and reunite their divorced parents.,1998,129 min,"Comedy,",Disney Plus
The Parent Trap (1961),Movie,"Twins separated at birth reunite, then switch places to try and get their parents back together.",1961,129 min,"Comedy,",Disney Plus
The Pied Piper,Movie,The Pied Piper lures the children out of town. See details for advisory.,1933,8 min,"Animation,",Disney Plus
The Plausible Impossible (Disneyland: 1954-58),Movie,Walt Disney explains some of the techniques of animation. See details for advisory.,1956,52 min,"Documentary,",Disney Plus
The Poof Point,Movie,Eddie and Marie’s parents invent a machine that makes them younger.,2001,80 min,"Comedy,",Disney Plus
The Prince and the Pauper,Movie,"After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",1962,94 min,"Action-Adventure,",Disney Plus
The Princess and the Frog,Movie,A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,2009,99 min,"Animation,",Disney Plus
The Princess Diaries,Movie,A teenager discovers that she is the princess of a small European country.,2001,116 min,"Comedy,",Disney Plus
The Princess Diaries 2: Royal Engagement,Movie,Princess Mia has 30 days to find a husband... or she can't become queen.,2004,114 min,"Comedy,",Disney Plus
The Proud Family Movie,Movie,Penny's boring family vacation becomes a mysterious island adventure.,2005,95 min,"Animation,",Disney Plus
The Reluctant Dragon,Movie,Robert Benchley gives a behind-the-scenes look at how animation is created.,1941,74 min,"Animation,",Disney Plus
The Replacements,TV Show,"Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company.",2006,1 Season,"Animation,",Disney Plus
The Rescuers,Movie,Two mice rush to help an orphan girl in the clutches of an evil woman.,1977,78 min,"Action-Adventure,",Disney Plus
The Rescuers Down Under,Movie,Bernard and Bianca race to Australia to save a boy from a vile poacher.,1990,78 min,"Action-Adventure,",Disney Plus
The Rookie,Movie,A high school baseball coach gets a second chance as a big-league pitcher.,2002,129 min,"Biographical,",Disney Plus
The Santa Clause,Movie,A bizarre twist of fate transforms a divorced dad into the new Santa.,1994,98 min,"Comedy,",Disney Plus
The Santa Clause 2,Movie,Scott Calvin must get married by Christmas Eve or lose his title as Santa.,2002,106 min,"Comedy,",Disney Plus
The Santa Clause 3: The Escape Clause,Movie,The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,2006,94 min,"Comedy,",Disney Plus
The Scream Team,Movie,Ian and Claire Carlyle discover that ghosts really do exist!,2002,88 min,"Comedy,",Disney Plus
The Secret of the Magic Gourd,Movie,A boy's world is turned upside down when he hooks a wish-granting gourd.,2009,84 min,Fantasy,Disney Plus
The Shaggy D.A.,Movie,A District Attorney candidate finds himself transformed into a sheepdog.,1976,92 min,"Comedy,",Disney Plus
The Shaggy Dog,Movie,A magical ring transforms a teenager into a lumbering sheepdog.,1959,102 min,"Comedy,",Disney Plus
